Campus,StudyField,Branch,Role,EduLevel,ProgLang,Databases,Platform,WebFramework,Industry,AISearch,AITool,Employment
Nelson Mandela Bay Campus,Information Technology,I am a developer by profession,Academic researcher,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",JavaScript,Unknown,Google Cloud,Unknown,Other,ChatGPT,Adrenaline;GitHub Copilot;Synk Code,"Employed, full-time;Student, full-time"
Nelson Mandela Bay Campus,CS,I am a developer by profession,Engineering manager,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Python,SQL,Unknown,Unknown,Insurance,Unknown,Adrenaline;Mintlify,"Employed, full-time"
Midrand Campus,DS,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Academic researcher,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python,MariaDB;Redis,Netlify,React,Legal Services,ChatGPT;WolframAlpha,AWS CodeWhisperer;Codeium;Tabnine;Whispr AI,"Employed, full-time"
Nelson Mandela Bay Campus,Information Technology,I am a developer by profession,Engineering manager,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Google Cloud,Elm;Ruby on Rails,Other,ChatGPT;WolframAlpha,Mintlify;Tabnine,"Employed, full-time"
Tyger Valley Campus,CS,I am a developer by profession,"Developer, desktop or enterprise applications","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Microsoft Azure,Node.js,Wholesale,Bing AI;ChatGPT,Codeium;Tabnine,"Employed, full-time"
Tyger Valley Campus,CS,"I am not primarily a developer, but I write code sometimes as part of my work/studies",System administrator,Some college/university study without earning a degree,JavaScript,SQL,Cloudflare;Firebase;Google Cloud;Microsoft Azure,WordPress,Financial Services,Unknown,Synk Code;Tabnine;Whispr AI,"Employed, full-time"
Tyger Valley Campus,CS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Python,SQL,Amazon Web Services (AWS),React,Oil & Gas,Unknown,AWS CodeWhisperer;Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine,"Employed, full-time"
Durban Campus,DS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Google Cloud;Microsoft Azure,Angular,Wholesale,ChatGPT,Tabnine,"Employed, full-time"
Nelson Mandela Bay Campus,CS,I am a developer by profession,"Developer, full-stack","Associate degree (A.A., A.S., etc.)",JavaScript,SQL,Unknown,React,Financial Services,Unknown,GitHub Copilot;Rubber Duck.AI;Tabnine,"Student, full-time;Employed, part-time"
Tyger Valley Campus,DS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Firebase;Google Cloud,React,Oil & Gas,ChatGPT,AWS CodeWhisperer;GitHub Copilot;Synk Code;Tabnine,"Employed, full-time;Student, part-time"
Durban Campus,DS,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Go;Solidity;TypeScript,SQL,Amazon Web Services (AWS);Vultr,Unknown,"Manufacturing, Transportation, or Supply Chain",ChatGPT,Replit Ghostwriter,"Employed, full-time"
Tyger Valley Campus,Information Technology,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Other (please specify):,Something else,Python,Unknown,Hetzner,Flask,Wholesale,Unknown,AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify;Tabnine;Whispr AI,"Independent contractor, freelancer, or self-employed"
Durban Campus,DS,I am a developer by profession,"Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Kotlin;Objective-C;Swift,Unknown,Firebase,Unknown,"Information Services, IT, Software Development, or other Technology",Unknown,Codeium;Synk Code;Whispr AI,"Employed, full-time"
Nelson Mandela Bay Campus,DS,I am a developer by profession,"Developer, embedded applications or devices","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python,Unknown,Unknown,Unknown,Wholesale,Unknown,Mintlify,"Employed, full-time"
Midrand Campus,CS,I am a developer by profession,"Developer, front-end","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",HTML/CSS,Unknown,Unknown,React,Insurance,ChatGPT,AWS CodeWhisperer;Replit Ghostwriter,"Independent contractor, freelancer, or self-employed"
Tyger Valley Campus,Information Technology,I am a developer by profession,"Engineer, data","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python,SQL,Amazon Web Services (AWS),Unknown,Higher Education,Unknown,Codeium;Synk Code;Whispr AI,"Employed, full-time"
Pretoria Campus,Information Technology,I am a developer by profession,"Developer, desktop or enterprise applications","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C++,Unknown,Unknown,Unknown,Financial Services,Unknown,Adrenaline;GitHub Copilot;Mintlify;Replit Ghostwriter;Synk Code,"Independent contractor, freelancer, or self-employed"
Durban Campus,Information Technology,I am a developer by profession,"Developer, full-stack","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",JavaScript,SQL,Hetzner,Vue.js,Wholesale,Unknown,Adrenaline;Mintlify,"Employed, full-time"
Midrand Campus,Information Technology,I am a developer by profession,Product manager,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Microsoft Azure,React,Oil & Gas,Unknown,Mintlify,"Independent contractor, freelancer, or self-employed"
Pretoria Campus,DS,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Render,React,Wholesale,ChatGPT,Adrenaline;Mintlify;Rubber Duck.AI,"Employed, full-time"
Durban Campus,DS,I am a developer by profession,"Developer, full-stack",Some college/university study without earning a degree,JavaScript,SQL,Amazon Web Services (AWS);Firebase;Google Cloud;Vercel,React,"Manufacturing, Transportation, or Supply Chain",Bing AI;ChatGPT;Google Bard AI;Neeva AI;WolframAlpha,AWS CodeWhisperer;Codeium;GitHub Copilot,"Employed, full-time"
Tyger Valley Campus,CS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,MariaDB,Amazon Web Services (AWS);Cloudflare;Google Cloud,Lit,Retail and Consumer Services,ChatGPT,Synk Code,"Independent contractor, freelancer, or self-employed"
Nelson Mandela Bay Campus,Information Technology,I am a developer by profession,"Developer, front-end",Some college/university study without earning a degree,JavaScript,SQL,Amazon Web Services (AWS);Microsoft Azure,React,Healthcare,Unknown,GitHub Copilot;Synk Code;Tabnine,"Independent contractor, freelancer, or self-employed"
Durban Campus,CS,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Other (please specify):,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Google Cloud;Microsoft Azure,Unknown,Financial Services,Bing AI;ChatGPT;Google Bard AI;WolframAlpha;You.com,Adrenaline;AWS CodeWhisperer;Codeium;Replit Ghostwriter;Synk Code;Tabnine;Whispr AI,"Not employed, but looking for work"
Nelson Mandela Bay Campus,DS,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Developer, QA or test","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python,Unknown,Microsoft Azure,Unknown,Legal Services,Unknown,Adrenaline;Codeium;GitHub Copilot,"Employed, full-time"
Midrand Campus,Information Technology,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Data scientist or machine learning specialist,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS),React,Higher Education,ChatGPT,AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine,"Employed, full-time"
Durban Campus,CS,I am a developer by profession,"Developer, full-stack",Some college/university study without earning a degree,HTML/CSS,SQL,Cloudflare;Digital Ocean;Google Cloud,React,Oil & Gas,Unknown,Adrenaline;Codeium;GitHub Copilot,"Employed, full-time"
Nelson Mandela Bay Campus,CS,I am a developer by profession,DevOps specialist,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,Unknown,Microsoft Azure,Unknown,Advertising Services,ChatGPT,GitHub Copilot;Tabnine;Whispr AI,"Employed, full-time"
Tyger Valley Campus,CS,I am a developer by profession,Blockchain,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",JavaScript,SQL,Cloudflare;Digital Ocean,React,Retail and Consumer Services,Unknown,Synk Code;Tabnine;Whispr AI,"Employed, full-time"
Nelson Mandela Bay Campus,Information Technology,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,SQL,Unknown,React,Healthcare,ChatGPT,AWS CodeWhisperer;Synk Code;Whispr AI,"Employed, full-time"
Durban Campus,CS,I am a developer by profession,Educator,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",JavaScript,MariaDB,Digital Ocean,Unknown,Legal Services,Unknown,Replit Ghostwriter,"Employed, full-time"
Durban Campus,Information Technology,I am a developer by profession,"Developer, desktop or enterprise applications","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Python,Unknown,Microsoft Azure,Unknown,Retail and Consumer Services,Bing AI,AWS CodeWhisperer;GitHub Copilot;Tabnine;Whispr AI,"Employed, full-time"
Durban Campus,Information Technology,I am a developer by profession,Blockchain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Rust,Unknown,Unknown,Unknown,Retail and Consumer Services,ChatGPT;Google Bard AI;Phind;WolframAlpha,AWS CodeWhisperer;Codeium;GitHub Copilot;Synk Code;Tabnine,"Employed, full-time"
Pretoria Campus,DS,I am a developer by profession,Student,Some college/university study without earning a degree,SQL,SQL,Unknown,Angular,Legal Services,ChatGPT,GitHub Copilot;Synk Code;Tabnine;Whispr AI,"Not employed, but looking for work;Student, full-time"
Tyger Valley Campus,Information Technology,I am a developer by profession,"Developer, full-stack",Something else,JavaScript,SQL,Heroku,React,Wholesale,ChatGPT;You.com,Adrenaline;AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Whispr AI,"Employed, part-time"
Pretoria Campus,Information Technology,I am a developer by profession,Data scientist or machine learning specialist,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Python,Unknown,Amazon Web Services (AWS),FastAPI,Oil & Gas,ChatGPT,AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Rubber Duck.AI,"Employed, full-time"
Durban Campus,DS,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Kotlin,SQL,Amazon Web Services (AWS),React,"Information Services, IT, Software Development, or other Technology",Unknown,AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify,"Employed, full-time"
Midrand Campus,Information Technology,I am a developer by profession,"Engineer, site reliability","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",JavaScript,SQL,Amazon Web Services (AWS),React,Other,Unknown,AWS CodeWhisperer;Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine,"Employed, full-time"
Durban Campus,CS,I am a developer by profession,Blockchain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Vercel,React,Financial Services,ChatGPT,GitHub Copilot;Synk Code;Tabnine;Whispr AI,"Independent contractor, freelancer, or self-employed"
Pretoria Campus,Information Technology,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,OpenStack,Vue.js,Oil & Gas,Bing AI;ChatGPT;WolframAlpha,AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter,"Student, full-time;Employed, part-time"
Tyger Valley Campus,Information Technology,I am a developer by profession,Research & Development role,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Python,Unknown,Amazon Web Services (AWS);Digital Ocean,Unknown,Oil & Gas,ChatGPT,Adrenaline,"Employed, full-time"
Pretoria Campus,CS,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Student,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Python,SQL,Unknown,Unknown,Insurance,ChatGPT;WolframAlpha,AWS CodeWhisperer;Synk Code;Whispr AI,"Student, full-time;Employed, part-time"
Durban Campus,Information Technology,I am a developer by profession,"Developer, full-stack",Some college/university study without earning a degree,JavaScript,SQL,Amazon Web Services (AWS),React,Advertising Services,Unknown,Synk Code;Tabnine;Whispr AI,"Employed, full-time"
Nelson Mandela Bay Campus,CS,I am a developer by profession,"Developer, full-stack","Associate degree (A.A., A.S., etc.)",Python,SQL,Digital Ocean;Firebase,React,Oil & Gas,ChatGPT;Perplexity AI,AWS CodeWhisperer;Synk Code,"Not employed, but looking for work"
Durban Campus,CS,I am a developer by profession,"Developer, front-end",Some college/university study without earning a degree,JavaScript,SQL,Amazon Web Services (AWS),React,"Information Services, IT, Software Development, or other Technology",ChatGPT,GitHub Copilot;Rubber Duck.AI;Tabnine,"Employed, full-time"
Durban Campus,DS,I am a developer by profession,"Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,Unknown,Unknown,React,Retail and Consumer Services,Bing AI;ChatGPT,Adrenaline;Codeium;GitHub Copilot,"Employed, full-time"
Midrand Campus,DS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Unknown,React,Insurance,ChatGPT,Rubber Duck.AI;Synk Code,"Employed, full-time"
Durban Campus,DS,I am a developer by profession,"Developer, full-stack",Some college/university study without earning a degree,JavaScript,SQL,Amazon Web Services (AWS);Heroku,Vue.js,Higher Education,Bing AI;ChatGPT;Phind,GitHub Copilot;Rubber Duck.AI,"Employed, full-time"
Pretoria Campus,Information Technology,I am a developer by profession,"Developer, full-stack","Associate degree (A.A., A.S., etc.)",JavaScript,MongoDB,Amazon Web Services (AWS);Google Cloud;Netlify;Vercel,Gatsby;Next.js;Node.js,Wholesale,ChatGPT,GitHub Copilot;Replit Ghostwriter;Tabnine,"Employed, full-time"
Tyger Valley Campus,DS,I am a developer by profession,"Developer, game or graphics","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C++,Unknown,Unknown,Unknown,Oil & Gas,ChatGPT,Adrenaline;GitHub Copilot;Tabnine,"Employed, full-time"
Tyger Valley Campus,Information Technology,I am a developer by profession,Cloud infrastructure engineer,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Python,SQL,Amazon Web Services (AWS);Cloudflare;Colocation;VMware,Deno,Retail and Consumer Services,ChatGPT,AWS CodeWhisperer;GitHub Copilot;Synk Code;Tabnine,"Employed, full-time"
Durban Campus,DS,I am a developer by profession,"Developer, mobile","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,SQL,Amazon Web Services (AWS);Firebase;Google Cloud;Microsoft Azure,Vue.js,Legal Services,Unknown,Adrenaline;Codeium;GitHub Copilot,"Employed, full-time;Independent contractor, freelancer, or self-employed"
Pretoria Campus,CS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS),Laravel;Next.js,Oil & Gas,Unknown,AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter,"Employed, full-time"
Nelson Mandela Bay Campus,Information Technology,I am a developer by profession,"Developer, QA or test","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,Oracle,Unknown,React,Advertising Services,Unknown,Replit Ghostwriter;Tabnine,"Employed, full-time"
Durban Campus,DS,I am a developer by profession,"Developer, desktop or enterprise applications","Associate degree (A.A., A.S., etc.)",C++,SQL,Unknown,Unknown,Wholesale,ChatGPT,AWS CodeWhisperer;Codeium;Tabnine;Whispr AI,"Employed, full-time"
Nelson Mandela Bay Campus,DS,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Python,Unknown,Unknown,Unknown,Other,ChatGPT,Adrenaline;GitHub Copilot;Tabnine,"Employed, full-time"
Nelson Mandela Bay Campus,DS,I am a developer by profession,"Developer, game or graphics","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C++,Unknown,Unknown,Unknown,Insurance,ChatGPT,Adrenaline;AWS CodeWhisperer,"Employed, full-time"
Durban Campus,Information Technology,"I am not primarily a developer, but I write code sometimes as part of my work/studies",DevOps specialist,Some college/university study without earning a degree,JavaScript,SQL,OpenShift,Unknown,Insurance,Unknown,Adrenaline;GitHub Copilot;Mintlify;Replit Ghostwriter;Synk Code,"Employed, full-time"
Durban Campus,CS,I am a developer by profession,"Developer, desktop or enterprise applications","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Microsoft Azure,ASP.NET;ASP.NET CORE;jQuery,Financial Services,Unknown,Adrenaline;Synk Code;Whispr AI,"Employed, full-time"
Tyger Valley Campus,DS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Ruby,SQL,Amazon Web Services (AWS),Ruby on Rails,Legal Services,Unknown,Adrenaline;Codeium;GitHub Copilot,"Employed, full-time"
Pretoria Campus,CS,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Python,SQL,Amazon Web Services (AWS),Django;Ruby on Rails;Spring Boot,Retail and Consumer Services,ChatGPT;WolframAlpha,AWS CodeWhisperer;Rubber Duck.AI,"Employed, full-time"
Durban Campus,CS,I am learning to code,Student,Some college/university study without earning a degree,JavaScript,Unknown,Unknown,WordPress,Other,ChatGPT;WolframAlpha,AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Rubber Duck.AI,"Independent contractor, freelancer, or self-employed;Student, part-time"
Tyger Valley Campus,Information Technology,I am learning to code,Student,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Python,SQL,Unknown,Unknown,"Manufacturing, Transportation, or Supply Chain",ChatGPT,GitHub Copilot;Replit Ghostwriter;Whispr AI,"Not employed, but looking for work;Student, full-time"
Nelson Mandela Bay Campus,CS,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Student,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",JavaScript,Unknown,Unknown,Deno;Express;Node.js;Svelte,Insurance,Bing AI;ChatGPT;WolframAlpha,AWS CodeWhisperer;Mintlify,"Student, full-time;Employed, part-time"
Nelson Mandela Bay Campus,DS,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,SQL,Amazon Web Services (AWS);Cloudflare,Vue.js,Insurance,Unknown,GitHub Copilot;Mintlify;Replit Ghostwriter,"Employed, full-time"
Midrand Campus,CS,I am a developer by profession,"Developer, embedded applications or devices","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,Unknown,Unknown,React,Retail and Consumer Services,Unknown,Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine,"Employed, full-time"
Pretoria Campus,CS,I am a developer by profession,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,SQL,Unknown,Flask,Wholesale,Unknown,AWS CodeWhisperer;Rubber Duck.AI,"Employed, full-time;Student, part-time"
Durban Campus,CS,I am a developer by profession,Data or business analyst,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",JavaScript,SQL,Amazon Web Services (AWS),Angular,"Manufacturing, Transportation, or Supply Chain",ChatGPT,Adrenaline;GitHub Copilot;Rubber Duck.AI,"Employed, full-time"
Tyger Valley Campus,Information Technology,I am a developer by profession,Cloud infrastructure engineer,"Associate degree (A.A., A.S., etc.)",Python,Unknown,Oracle Cloud Infrastructure (OCI),Unknown,Legal Services,Bing AI;ChatGPT,Adrenaline;AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify;Replit Ghostwriter;Rubber Duck.AI;Synk Code;Tabnine;Whispr AI,"Employed, full-time"
Durban Campus,Information Technology,I am a developer by profession,DevOps specialist,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",TypeScript,SQL,Amazon Web Services (AWS);Google Cloud,React,Legal Services,ChatGPT;Google Bard AI;Neeva AI,Codeium;Replit Ghostwriter,"Employed, full-time"
Pretoria Campus,DS,I am a developer by profession,"Developer, desktop or enterprise applications",Some college/university study without earning a degree,SQL,Firebird;MariaDB,Unknown,Unknown,Oil & Gas,Unknown,Adrenaline;AWS CodeWhisperer;GitHub Copilot;Mintlify;Replit Ghostwriter;Rubber Duck.AI;Synk Code;Tabnine;Whispr AI,"Employed, full-time"
Durban Campus,Information Technology,I am a developer by profession,"Developer, embedded applications or devices","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",C++,Unknown,Unknown,Unknown,Oil & Gas,Unknown,AWS CodeWhisperer,"Employed, full-time"
Durban Campus,Information Technology,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Scientist,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Python,Unknown,Unknown,Unknown,Other,Google Bard AI,Adrenaline;GitHub Copilot,"Employed, full-time"
Nelson Mandela Bay Campus,CS,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Marketing or sales professional,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Microsoft Azure;OpenShift,React,Higher Education,ChatGPT,Mintlify;Synk Code,"Employed, full-time"
Durban Campus,CS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Vultr,React,Financial Services,ChatGPT,GitHub Copilot;Synk Code;Tabnine;Whispr AI,"Employed, full-time"
Pretoria Campus,Information Technology,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS),React,Financial Services,ChatGPT,GitHub Copilot;Synk Code,"Employed, full-time"
Durban Campus,CS,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Senior Executive (C-Suite, VP, etc.)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,SQL,Digital Ocean;Google Cloud;Hetzner;Managed Hosting;Vercel,Vue.js,Retail and Consumer Services,Bing AI;ChatGPT,Adrenaline;AWS CodeWhisperer;GitHub Copilot;Mintlify;Replit Ghostwriter;Rubber Duck.AI;Synk Code;Tabnine;Whispr AI,"Independent contractor, freelancer, or self-employed"
Durban Campus,Information Technology,I am a developer by profession,Research & Development role,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Python,SQL,Unknown,Flask,Higher Education,Bing AI;ChatGPT,Codeium;GitHub Copilot,"Employed, full-time"
Durban Campus,CS,I am a developer by profession,"Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,Unknown,Unknown,React,"Information Services, IT, Software Development, or other Technology",ChatGPT,AWS CodeWhisperer;GitHub Copilot;Mintlify,"Employed, full-time"
Pretoria Campus,DS,I am a developer by profession,Cloud infrastructure engineer,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Python,Dynamodb,Amazon Web Services (AWS),FastAPI,Other,Unknown,Codeium,"Employed, full-time"
Midrand Campus,CS,I am a developer by profession,Research & Development role,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Python,Unknown,Amazon Web Services (AWS),Unknown,Legal Services,Unknown,Adrenaline;AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify;Replit Ghostwriter;Rubber Duck.AI;Synk Code;Tabnine;Whispr AI,"Employed, full-time"
Durban Campus,Information Technology,I am a developer by profession,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,SQL,Cloudflare;VMware,Vue.js,Financial Services,ChatGPT,GitHub Copilot;Synk Code;Tabnine;Whispr AI,"Independent contractor, freelancer, or self-employed;Not employed, but looking for work"
Durban Campus,CS,I am a developer by profession,"Developer, full-stack","Associate degree (A.A., A.S., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Cloudflare;Digital Ocean;OpenStack;Vercel;Vultr,React,Oil & Gas,Unknown,AWS CodeWhisperer;Replit Ghostwriter,"Independent contractor, freelancer, or self-employed"
Tyger Valley Campus,Information Technology,I am learning to code,Student,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS),React,Insurance,ChatGPT;WolframAlpha,Adrenaline;GitHub Copilot;Tabnine,"Not employed, but looking for work;Student, full-time;Employed, part-time"
Durban Campus,Information Technology,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,SQL,Amazon Web Services (AWS);Managed Hosting,Angular,"Information Services, IT, Software Development, or other Technology",ChatGPT,GitHub Copilot;Tabnine;Whispr AI,"Employed, full-time;Independent contractor, freelancer, or self-employed"
Pretoria Campus,DS,I am a developer by profession,Other (please specify):,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",SQL,SQL,Microsoft Azure,Unknown,Higher Education,Unknown,Synk Code,"Employed, full-time"
Pretoria Campus,CS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Digital Ocean;Firebase;Google Cloud;Netlify,Vue.js,Wholesale,Google Bard AI,Codeium;GitHub Copilot;Tabnine,"Employed, full-time"
Tyger Valley Campus,DS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Digital Ocean;Heroku;Linode,React,Legal Services,ChatGPT;Phind,Codeium;GitHub Copilot,"Independent contractor, freelancer, or self-employed"
Tyger Valley Campus,DS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,now Akamai;Netlify;Render;Vercel,React,Legal Services,ChatGPT;Phind,Codeium;GitHub Copilot,"Independent contractor, freelancer, or self-employed"
Durban Campus,CS,I am a developer by profession,Data scientist or machine learning specialist,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Python,Unknown,Amazon Web Services (AWS),Unknown,"Information Services, IT, Software Development, or other Technology",ChatGPT,AWS CodeWhisperer;Codeium;Tabnine;Whispr AI,"Employed, full-time;Independent contractor, freelancer, or self-employed"
Tyger Valley Campus,CS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Google Cloud;Heroku;Linode,Vue.js,Higher Education,ChatGPT,GitHub Copilot;Replit Ghostwriter;Tabnine,"Employed, full-time"
Tyger Valley Campus,CS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,now Akamai;Managed Hosting;Microsoft Azure;Netlify;Vercel,Vue.js,Higher Education,ChatGPT,GitHub Copilot;Replit Ghostwriter;Tabnine,"Employed, full-time"
Nelson Mandela Bay Campus,CS,I am a developer by profession,"Developer, full-stack",Some college/university study without earning a degree,JavaScript,SQL,Amazon Web Services (AWS),React,"Information Services, IT, Software Development, or other Technology",ChatGPT,Rubber Duck.AI;Tabnine,"Independent contractor, freelancer, or self-employed"
Midrand Campus,Information Technology,I am a developer by profession,Scientist,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Python,Unknown,Unknown,Unknown,Advertising Services,ChatGPT;Google Bard AI;WolframAlpha,Adrenaline;AWS CodeWhisperer;Codeium;Mintlify;Rubber Duck.AI;Synk Code;Tabnine,"Employed, full-time"
Durban Campus,CS,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Academic researcher,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Python,SQL,Unknown,Unknown,Healthcare,Unknown,AWS CodeWhisperer;Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine,"Employed, full-time"
